ROME V2;Intitulé ROME V2;Appellation V2;ROME V3;Intitulé ROME V3;Appellation V3;Article Métier;URL Fiche Métier ONISEP;Wikipedia Match
11122;Agent de service de collectivité;Ouvrier/Ouvrière d'entretien;[http://www2.pole-emploi.fr/rome/pdf/FEM_I1203.pdf I1203];Maintenance des bâtiments et des locaux;Ouvrier polyvalent / Ouvrière polyvalente d'entretien des bâtiments;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent thermal;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Agent thermal / Agente thermale;Agent de service de collectivité;;
11122;Agent de service de collectivité;Baigneur/Baigneuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Baigneur / Baigneuse;Agent de service de collectivité;;
11122;Agent de service de collectivité;Doucheur/Doucheuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Doucheur / Doucheuse;Agent de service de collectivité;;
11122;Agent de service de collectivité;Préposé/Préposée aux cataplasmes;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Agent / Agente en soins thermaux;Agent de service de collectivité;;
11122;Agent de service de collectivité;Agent de soins en hydrothérapie;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Agent / Agente de soins en hydrothérapie;Agent de service de collectivité;;
11122;Agent de service de collectivité;Homme/Femme d'entretien (collectivité);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2204.pdf K2204];Nettoyage de locaux;Agent / Agente d'entretien/propreté de locaux;Agent de service de collectivité;;
11131;Assistant/Assistante de coiffure;Aide-coiffeur/Aide-coiffeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant coiffeur / Assistante coiffeuse;Assistant de coiffure;;
11131;Assistant/Assistante de coiffure;Assistant coiffeur/Assistante coiffeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant coiffeur / Assistante coiffeuse;Assistant de coiffure;;
11131;Assistant/Assistante de coiffure;Assistant/Assistante coloriste-permanentiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant coiffeur / Assistante coiffeuse;Assistant de coiffure;;
11131;Assistant/Assistante de coiffure;Assistant/Assistante de coiffure;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant / Assistante de coiffure;Assistant de coiffure;;
11131;Assistant/Assistante de coiffure;Junior (coiffure);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant coiffeur / Assistante coiffeuse;Assistant de coiffure;;
11131;Assistant/Assistante de coiffure;Shampouineur/Shampouineuse (coiffure);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Assistant coiffeur / Assistante coiffeuse;Assistant de coiffure;;
11132;Coiffeur/Coiffeuse;Capilliculteur/Capillicultrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Chef coiffeur/Chef coiffeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Chef coiffeur / coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Chef de bac;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur (artisan);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Gérant / Gérante salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse à domicile;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse à domicile;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse conseil;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur-cosméticien-cosmétologue/Coiffeuse-cosméticienne-cosmétologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse visagiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur coupeur/Coiffeuse coupeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse mixte;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse pour dames;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse dames;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse pour hommes;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse messieurs;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse styliste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse styliste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coiffeur/Coiffeuse visagiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse visagiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coloriste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coloriste permanentiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Coloriste permanentiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coloriste permanentiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Gérant technicien/Gérante technicienne de salon dames;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Gérant technicien / Gérante technicienne de salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Gérant technicien/Gérante technicienne de salon hommes;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Gérant technicien / Gérante technicienne de salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Gérant technicien/Gérante technicienne de salon mixte;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Gérant technicien / Gérante technicienne de salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Manageur/Manageuse (manager) en coiffure;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Responsable salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Permanentiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coloriste permanentiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Premier coiffeur/Première coiffeuse dames;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse dames;Coiffeur;;
11132;Coiffeur/Coiffeuse;Premier coiffeur/Première coiffeuse hommes;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse messieurs;Coiffeur;;
11132;Coiffeur/Coiffeuse;Styliste (coiffure);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse styliste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Visagiste (coiffure);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Coiffeur / Coiffeuse visagiste;Coiffeur;;
11132;Coiffeur/Coiffeuse;Gérant/Gérante technique (salon de coiffure);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Gérant technicien / Gérante technicienne de salon de coiffure;Coiffeur;;
11132;Coiffeur/Coiffeuse;Technicien/Technicienne en coloration;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1202.pdf D1202];Coiffure;Technicien / Technicienne en coloration;Coiffeur;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Chef de cabine esthétique;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Employé / Employée d'institut de beauté;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Conseiller/Conseillère en look;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Conseiller / Conseillère en image personnelle;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Esthéticien/Esthéticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Esthéticien / Esthéticienne;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Esthéticien-cosméticien/Esthéticienne-cosméticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Esthéticien-cosméticien / Esthéticienne-cosméticienne;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Esthéticien-manucure/Esthéticienne-manucure;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Esthéticien-manucure / Esthéticienne-manucure;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Manucure;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Manucure;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Manucure vendeur/Manucure vendeuse en produits de beauté;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Manucure vendeur / vendeuse en produits de beauté;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Maquilleur/Maquilleuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;MaquilleurÊbeauté / Maquilleuse beauté;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Masseur/Masseuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Esthéticien / Esthéticienne;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Prothésiste ongulaire;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Prothésiste ongulaire;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Socio-esthéticien/Socio-esthéticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Socio-esthéticien / Socio-esthéticienne;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Visagiste (esthétique);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Visagiste en esthétique;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Esthéticien/Esthéticienne (à domicile);[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Esthéticien / Esthéticienne à domicile;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Hydrothérapeute;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1203.pdf D1203];Hydrothérapie;Hydrothérapeute;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Technicien/Technicienne de la forme;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Conseiller / Conseillère minceur;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Cosméticien/Cosméticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Cosméticien / Cosméticienne;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Tatoueur/Tatoueuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Tatoueur / Tatoueuse;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Assistant/Assistante en traitement;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Employé / Employée d'institut de beauté;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Assistant/Assistante d'institut de beauté;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Employé / Employée d'institut de beauté;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Conseiller/Conseillère en centre d'amincissement;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Conseiller / Conseillère minceur;Esthéticien-cosméticien;;
11133;Esthéticien-cosméticien/Esthéticienne-cosméticienne;Employé/Employée d'institut de beauté;[http://www2.pole-emploi.fr/rome/pdf/FEM_D1208.pdf D1208];Soins esthétiques et corporels;Employé / Employée d'institut de beauté;Esthéticien-cosméticien;;
11141;Employé/Employée technique des services funéraires;Agent chargé des crémations;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Agent chargé / Agente chargée des crémations;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Agent chargé des inhumations;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Porteur / Porteuse funéraire;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Agent d'amphithéâtre;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Agent / Agente d'amphithéâtre;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Agent de salubrité (service funéraire);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Agent / Agente de funérarium;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Agent des pompes funèbres (services techniques);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Agent / Agente de funérarium;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Conseiller/Conseillère funéraire;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2602.pdf K2602];Conseil en services funéraires;Conseiller / Conseillère funéraire;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Embaumeur/Embaumeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2603.pdf K2603];Thanatopraxie;Embaumeur / Embaumeuse;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Employé/Employée de service funéraire;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2602.pdf K2602];Conseil en services funéraires;Assistant / Assistante funéraire;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Employé/Employée des pompes funèbres (services techniques);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Agent / Agente de funérarium;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Fossoyeur/Fossoyeuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Fossoyeur / Fossoyeuse;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Maître de cérémonie funéraire;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2602.pdf K2602];Conseil en services funéraires;Maître / Maîtresse de cérémonie funéraire;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Porteur/Porteuse;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2601.pdf K2601];Conduite d'opérations funéraires;Porteur / Porteuse funéraire;Employé technique des services funéraires;;
11141;Employé/Employée technique des services funéraires;Thanatopracteur/Thanatopractrice;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2603.pdf K2603];Thanatopraxie;Thanatopracteur / Thanatopractrice;Employé technique des services funéraires;;
11151;Auxiliaire de soins aux animaux;Aide-soignant/Aide-soignante vétérinaire;[http://www2.pole-emploi.fr/rome/pdf/FEM_A1501.pdf A1501];Aide aux soins animaux;Auxiliaire Spécialisé / Spécialisée Vétérinaire -ASV-;Auxiliaire de soins aux animaux;;
